checking_status,duration,credit_history,credit_amount,savings,employment,installment_rate,personal_status_sex,other_debtors,residence_since,property,age,other_installment_plans,housing,existing_credits,job,people_liable,telephone,foreign_worker,default,purpose_grouped
less_0,48,all_paid,7685,less_100,4_7,2,female_divorced_separated_married,guarantor,4,car_or_other,37,none,rent,1,skilled_official,1,none,yes,bad,Investment/Development
no_account,18,delay,2320,less_100,unemployed,2,male_married,none,3,real_estate,34,none,own,2,skilled_official,1,none,yes,good,Home
no_account,7,delay,846,unknown,greater_7,3,male_single,none,4,unknown_no_property,36,none,for_free,1,skilled_official,1,none,yes,good,Home
0_200,36,existing_paid,14318,less_100,greater_7,4,male_single,none,2,unknown_no_property,57,none,for_free,1,management_self_employed_highly_qualified,1,yes,yes,bad,Vehicles
no_account,6,critical_other,362,100_500,1_4,4,female_divorced_separated_married,none,4,car_or_other,52,none,own,2,unskilled_resident,1,none,yes,good,Vehicles
less_0,20,existing_paid,2212,unknown,4_7,4,male_single,none,4,car_or_other,39,none,own,1,skilled_official,1,yes,yes,good,Home
0_200,18,existing_paid,12976,less_100,unemployed,3,female_divorced_separated_married,none,4,unknown_no_property,38,none,for_free,1,management_self_employed_highly_qualified,1,yes,yes,bad,Vehicles
no_account,22,existing_paid,1283,unknown,4_7,4,female_divorced_separated_married,none,4,building_society_savings_life_insurance,25,none,rent,1,skilled_official,1,none,yes,good,Vehicles
greater_200,12,existing_paid,1330,less_100,less_1,4,male_single,none,1,real_estate,26,none,own,1,skilled_official,1,none,yes,good,Vehicles
no_account,30,delay,4272,100_500,1_4,2,male_single,none,2,building_society_savings_life_insurance,26,none,own,2,unskilled_resident,1,none,yes,good,Investment/Development
no_account,18,critical_other,2238,less_100,1_4,2,female_divorced_separated_married,none,1,car_or_other,25,none,own,2,skilled_official,1,none,yes,good,Home
no_account,18,existing_paid,1126,unknown,less_1,4,female_divorced_separated_married,none,2,real_estate,21,none,rent,1,skilled_official,1,yes,yes,good,Home
0_200,18,critical_other,7374,less_100,unemployed,4,male_single,none,4,building_society_savings_life_insurance,40,stores,own,2,management_self_employed_highly_qualified,1,yes,yes,good,Home
0_200,15,critical_other,2326,500_1000,1_4,2,male_single,none,4,car_or_other,27,bank,own,1,skilled_official,1,none,yes,good,Investment/Development
no_account,9,existing_paid,1449,less_100,4_7,3,female_divorced_separated_married,none,2,car_or_other,27,none,own,2,skilled_official,1,none,yes,good,Investment/Development
no_account,18,existing_paid,1820,less_100,1_4,2,male_married,none,2,building_society_savings_life_insurance,30,none,own,1,management_self_employed_highly_qualified,1,yes,yes,good,Vehicles
0_200,12,existing_paid,983,greater_1000,less_1,1,female_divorced_separated_married,none,4,real_estate,19,none,rent,1,unskilled_resident,1,none,yes,good,Home
less_0,36,existing_paid,3249,less_100,4_7,2,male_single,none,4,unknown_no_property,39,bank,for_free,1,management_self_employed_highly_qualified,2,yes,yes,good,Vehicles
less_0,6,critical_other,1957,less_100,4_7,1,female_divorced_separated_married,none,4,car_or_other,31,none,own,1,skilled_official,1,none,yes,good,Home
no_account,9,critical_other,2406,less_100,unemployed,2,male_single,none,3,car_or_other,31,none,own,1,management_self_employed_highly_qualified,1,none,yes,good,Home
0_200,39,delay,11760,100_500,4_7,2,male_single,none,3,unknown_no_property,32,none,rent,1,skilled_official,1,yes,yes,good,Investment/Development
less_0,12,existing_paid,2578,less_100,unemployed,3,female_divorced_separated_married,none,4,unknown_no_property,55,none,for_free,1,management_self_employed_highly_qualified,1,none,yes,good,Home
less_0,36,critical_other,2348,less_100,1_4,3,male_married,none,2,building_society_savings_life_insurance,46,none,own,2,skilled_official,1,yes,yes,good,Home
0_200,12,existing_paid,1223,less_100,greater_7,1,male_divorced_separated,none,1,real_estate,46,none,rent,2,skilled_official,1,none,yes,bad,Vehicles
no_account,24,critical_other,1516,greater_1000,1_4,4,female_divorced_separated_married,none,1,real_estate,43,none,own,2,unskilled_resident,1,none,yes,good,Home
no_account,18,existing_paid,1473,less_100,less_1,3,male_married,none,4,real_estate,39,none,own,1,skilled_official,1,yes,yes,good,Home
0_200,18,critical_other,1887,unknown,1_4,4,male_married,none,4,real_estate,28,bank,own,2,skilled_official,1,none,yes,good,Investment/Development
no_account,24,delay,8648,less_100,less_1,2,male_single,none,2,car_or_other,27,bank,own,2,skilled_official,1,yes,yes,bad,Investment/Development
no_account,14,delay,802,less_100,1_4,4,male_single,none,2,car_or_other,27,none,own,2,unskilled_resident,1,none,yes,good,Vehicles
0_200,18,delay,2899,unknown,greater_7,4,male_single,none,4,car_or_other,43,none,own,1,skilled_official,2,none,yes,good,Vehicles
0_200,24,existing_paid,2039,less_100,less_1,1,male_married,none,1,building_society_savings_life_insurance,22,none,own,1,skilled_official,1,yes,yes,bad,Home
no_account,24,critical_other,2197,unknown,4_7,4,male_single,none,4,car_or_other,43,none,own,2,skilled_official,2,yes,yes,good,Vehicles
less_0,15,existing_paid,1053,less_100,less_1,4,male_married,none,2,real_estate,27,none,own,1,skilled_official,1,none,no,good,Home
no_account,24,existing_paid,3235,500_1000,greater_7,3,male_divorced_separated,none,2,car_or_other,26,none,own,1,management_self_employed_highly_qualified,1,yes,yes,good,Home
greater_200,12,critical_other,939,500_1000,4_7,4,male_married,none,2,real_estate,28,none,own,3,skilled_official,1,yes,yes,bad,Vehicles
0_200,24,existing_paid,1967,less_100,greater_7,4,female_divorced_separated_married,none,4,car_or_other,20,none,own,1,skilled_official,1,yes,yes,good,Home
no_account,33,critical_other,7253,less_100,4_7,3,male_single,none,2,car_or_other,35,none,own,2,management_self_employed_highly_qualified,1,yes,yes,good,Vehicles
no_account,12,critical_other,2292,less_100,unemployed,4,male_single,none,2,car_or_other,42,stores,own,2,management_self_employed_highly_qualified,1,yes,yes,bad,Investment/Development
no_account,10,existing_paid,1597,500_1000,1_4,3,male_single,none,2,unknown_no_property,40,none,rent,1,unskilled_resident,2,none,no,good,Vehicles
less_0,24,existing_paid,1381,unknown,1_4,4,female_divorced_separated_married,none,2,building_society_savings_life_insurance,35,none,own,1,skilled_official,1,none,yes,bad,Vehicles
no_account,36,critical_other,5842,less_100,greater_7,2,male_single,none,2,building_society_savings_life_insurance,35,none,own,2,skilled_official,2,yes,yes,good,Vehicles
less_0,12,existing_paid,2579,less_100,less_1,4,male_single,none,1,real_estate,33,none,own,1,unskilled_resident,2,none,yes,bad,Vehicles
less_0,18,delay,8471,unknown,1_4,1,female_divorced_separated_married,none,2,car_or_other,23,none,rent,2,skilled_official,1,yes,yes,good,Investment/Development
no_account,21,existing_paid,2782,500_1000,4_7,1,female_divorced_separated_married,none,2,car_or_other,31,bank,own,1,management_self_employed_highly_qualified,1,none,yes,good,Vehicles
0_200,18,existing_paid,1042,unknown,1_4,4,female_divorced_separated_married,none,2,building_society_savings_life_insurance,33,none,own,1,skilled_official,1,none,yes,bad,Vehicles
no_account,15,existing_paid,3186,greater_1000,4_7,2,female_divorced_separated_married,none,3,car_or_other,20,none,rent,1,skilled_official,1,none,yes,good,Vehicles
0_200,12,existing_paid,2028,unknown,1_4,4,male_single,none,2,car_or_other,30,none,own,1,skilled_official,1,none,yes,good,Vehicles
0_200,12,critical_other,958,less_100,4_7,2,male_single,none,3,real_estate,47,none,own,2,unskilled_resident,2,none,yes,good,Vehicles
no_account,21,delay,1591,100_500,4_7,4,male_single,none,3,real_estate,34,none,own,2,management_self_employed_highly_qualified,1,none,yes,good,Home
0_200,12,existing_paid,2762,unknown,greater_7,1,female_divorced_separated_married,none,2,building_society_savings_life_insurance,25,bank,own,1,skilled_official,1,yes,yes,bad,Home
0_200,18,existing_paid,2779,less_100,1_4,1,male_married,none,3,car_or_other,21,none,rent,1,skilled_official,1,yes,yes,good,Vehicles
no_account,28,critical_other,2743,less_100,greater_7,4,male_single,none,2,car_or_other,29,none,own,2,skilled_official,1,none,yes,good,Home
no_account,18,critical_other,1149,greater_1000,1_4,4,male_single,none,3,real_estate,46,none,own,2,skilled_official,1,none,yes,good,Home
no_account,9,existing_paid,1313,less_100,greater_7,1,male_single,none,4,car_or_other,20,none,own,1,skilled_official,1,none,yes,good,Home
less_0,18,critical_other,1190,less_100,unemployed,2,female_divorced_separated_married,none,4,unknown_no_property,55,none,for_free,3,unemployed_unskilled,2,none,yes,bad,Home
no_account,5,existing_paid,3448,less_100,4_7,1,male_single,none,4,real_estate,74,none,own,1,unskilled_resident,1,none,yes,good,Investment/Development
0_200,24,existing_paid,11328,less_100,1_4,2,male_single,co_applicant,3,car_or_other,29,bank,own,2,management_self_employed_highly_qualified,1,yes,yes,bad,Others
less_0,6,critical_other,1872,less_100,unemployed,4,male_single,none,4,unknown_no_property,36,none,for_free,3,management_self_employed_highly_qualified,1,yes,yes,good,Home
no_account,24,critical_other,2058,less_100,1_4,4,male_divorced_separated,none,2,real_estate,33,none,own,2,skilled_official,1,yes,yes,good,Home
less_0,9,existing_paid,2136,less_100,1_4,3,male_single,none,2,real_estate,25,none,own,1,skilled_official,1,none,yes,good,Home
0_200,12,existing_paid,1484,unknown,1_4,2,male_married,none,1,real_estate,25,none,own,1,skilled_official,1,yes,yes,bad,Home
no_account,6,existing_paid,660,500_1000,4_7,2,male_married,none,4,real_estate,23,none,rent,1,unskilled_resident,1,none,yes,good,Home
no_account,24,critical_other,1287,greater_1000,greater_7,4,female_divorced_separated_married,none,4,real_estate,37,none,own,2,skilled_official,1,yes,yes,good,Vehicles
less_0,42,critical_other,3394,less_100,unemployed,4,male_single,co_applicant,4,car_or_other,65,none,own,2,unemployed_unskilled,1,none,yes,good,Home
greater_200,12,all_paid,609,less_100,less_1,4,female_divorced_separated_married,none,1,real_estate,26,none,own,1,unemployed_unskilled,1,none,yes,bad,Investment/Development
no_account,12,existing_paid,1884,less_100,greater_7,4,male_single,none,4,car_or_other,39,none,own,1,management_self_employed_highly_qualified,1,yes,yes,good,Vehicles
less_0,12,existing_paid,1620,less_100,1_4,2,female_divorced_separated_married,co_applicant,3,building_society_savings_life_insurance,30,none,own,1,skilled_official,1,none,yes,good,Home
0_200,20,delay,2629,less_100,1_4,2,male_single,none,3,car_or_other,29,bank,own,2,skilled_official,1,yes,yes,good,Others
no_account,12,existing_paid,719,less_100,greater_7,4,male_single,none,4,car_or_other,41,bank,own,1,unskilled_resident,2,none,yes,bad,Investment/Development
0_200,48,critical_other,5096,less_100,1_4,2,female_divorced_separated_married,none,3,car_or_other,30,none,own,1,management_self_employed_highly_qualified,1,yes,yes,bad,Home
no_account,9,critical_other,1244,unknown,greater_7,4,female_divorced_separated_married,none,4,building_society_savings_life_insurance,41,none,rent,2,unskilled_resident,1,none,yes,good,Investment/Development
less_0,36,existing_paid,1842,less_100,less_1,4,female_divorced_separated_married,none,4,car_or_other,34,none,own,1,skilled_official,1,yes,yes,bad,Vehicles
0_200,7,existing_paid,2576,less_100,1_4,2,male_single,guarantor,2,real_estate,35,none,own,1,skilled_official,1,none,yes,good,Home
greater_200,12,existing_paid,1424,unknown,greater_7,3,female_divorced_separated_married,none,4,real_estate,55,none,own,1,management_self_employed_highly_qualified,1,yes,yes,good,Home
0_200,15,delay,1512,greater_1000,1_4,3,male_married,none,3,building_society_savings_life_insurance,61,stores,own,2,skilled_official,1,none,yes,bad,Home
no_account,36,critical_other,11054,unknown,1_4,4,male_single,none,2,car_or_other,30,none,own,1,management_self_employed_highly_qualified,1,yes,yes,good,Vehicles
no_account,6,existing_paid,518,less_100,1_4,3,female_divorced_separated_married,none,1,real_estate,29,none,own,1,skilled_official,1,none,yes,good,Home
no_account,12,no_credit_all_paid,2759,less_100,greater_7,2,male_single,none,4,building_society_savings_life_insurance,34,none,own,2,skilled_official,1,none,yes,good,Home
no_account,24,existing_paid,2670,less_100,greater_7,4,male_single,none,4,car_or_other,35,none,own,1,management_self_employed_highly_qualified,1,yes,yes,good,Vehicles
less_0,24,existing_paid,4817,less_100,4_7,2,male_single,co_applicant,3,building_society_savings_life_insurance,31,none,own,1,skilled_official,1,yes,yes,bad,Vehicles
no_account,24,existing_paid,2679,less_100,less_1,4,female_divorced_separated_married,none,1,unknown_no_property,29,none,own,1,management_self_employed_highly_qualified,1,yes,yes,good,Vehicles
less_0,11,critical_other,3905,less_100,1_4,2,male_single,none,2,real_estate,36,none,rent,2,skilled_official,2,none,yes,good,Vehicles
less_0,12,existing_paid,3386,less_100,greater_7,3,male_single,none,4,unknown_no_property,35,none,for_free,1,skilled_official,1,yes,yes,bad,Vehicles
less_0,6,existing_paid,343,less_100,less_1,4,female_divorced_separated_married,none,1,real_estate,27,none,own,1,skilled_official,1,none,yes,good,Home
no_account,18,existing_paid,4594,less_100,less_1,3,male_single,none,2,car_or_other,32,none,own,1,skilled_official,1,yes,yes,good,Home
less_0,36,existing_paid,3620,less_100,1_4,1,male_single,guarantor,2,building_society_savings_life_insurance,37,none,own,1,skilled_official,2,none,yes,good,Home
less_0,15,existing_paid,1721,less_100,less_1,2,male_single,none,3,real_estate,36,none,own,1,skilled_official,1,none,yes,good,Vehicles
0_200,12,existing_paid,3017,less_100,less_1,3,female_divorced_separated_married,none,1,real_estate,34,none,rent,1,management_self_employed_highly_qualified,1,none,yes,good,Home
0_200,12,existing_paid,754,unknown,greater_7,4,male_single,none,4,building_society_savings_life_insurance,38,none,own,2,skilled_official,1,none,yes,good,Investment/Development
no_account,18,existing_paid,1950,less_100,4_7,4,male_single,none,1,car_or_other,34,stores,own,2,skilled_official,1,yes,yes,good,Investment/Development
less_0,24,existing_paid,2924,less_100,1_4,3,male_single,guarantor,4,unknown_no_property,63,bank,own,1,skilled_official,2,yes,yes,good,Vehicles
less_0,24,delay,1659,less_100,less_1,4,female_divorced_separated_married,none,2,car_or_other,29,none,rent,1,unskilled_resident,1,yes,yes,bad,Home
no_account,48,delay,7238,unknown,greater_7,3,male_single,none,3,car_or_other,32,bank,own,2,skilled_official,2,none,yes,good,Home
no_account,33,delay,2764,less_100,1_4,2,female_divorced_separated_married,none,2,car_or_other,26,none,own,2,skilled_official,1,yes,yes,good,Investment/Development
no_account,24,delay,4679,less_100,4_7,3,male_single,none,3,car_or_other,35,none,own,2,unskilled_resident,1,yes,yes,good,Vehicles
0_200,24,existing_paid,3092,100_500,less_1,3,male_married,none,2,car_or_other,22,none,rent,1,skilled_official,1,yes,yes,bad,Home
less_0,6,existing_paid,448,less_100,less_1,4,female_divorced_separated_married,none,4,building_society_savings_life_insurance,23,none,own,1,skilled_official,1,none,yes,bad,Investment/Development
less_0,9,existing_paid,654,less_100,1_4,4,male_single,none,3,car_or_other,28,none,own,1,unskilled_resident,1,none,yes,bad,Vehicles
no_account,6,existing_paid,1238,unknown,unemployed,4,male_single,none,4,building_society_savings_life_insurance,36,none,own,1,management_self_employed_highly_qualified,2,yes,yes,good,Investment/Development
0_200,18,critical_other,1245,less_100,1_4,4,male_married,none,2,car_or_other,33,none,own,1,skilled_official,1,none,yes,bad,Home
less_0,18,no_credit_all_paid,3114,less_100,less_1,1,female_divorced_separated_married,none,4,building_society_savings_life_insurance,26,none,rent,1,skilled_official,1,none,yes,bad,Home
no_account,39,existing_paid,2569,500_1000,1_4,4,male_single,none,4,car_or_other,24,none,own,1,skilled_official,1,none,yes,good,Vehicles
greater_200,24,existing_paid,5152,less_100,4_7,4,male_single,none,2,car_or_other,25,bank,own,1,skilled_official,1,none,yes,good,Home
0_200,12,existing_paid,1037,100_500,4_7,3,male_single,none,4,real_estate,39,none,own,1,unskilled_resident,1,none,yes,good,Investment/Development
less_0,15,critical_other,1478,less_100,greater_7,4,male_single,none,4,car_or_other,44,none,own,2,skilled_official,2,yes,yes,good,Home
0_200,12,critical_other,3573,less_100,1_4,1,female_divorced_separated_married,none,1,real_estate,23,none,own,1,unskilled_resident,1,none,yes,good,Home
0_200,24,existing_paid,1201,less_100,less_1,4,male_single,none,1,building_society_savings_life_insurance,26,none,own,1,skilled_official,1,none,yes,good,Vehicles
less_0,30,existing_paid,3622,greater_1000,greater_7,4,female_divorced_separated_married,none,4,building_society_savings_life_insurance,57,none,rent,2,skilled_official,1,yes,yes,good,Home
no_account,15,delay,960,greater_1000,4_7,3,female_divorced_separated_married,none,2,building_society_savings_life_insurance,30,none,own,2,skilled_official,1,none,yes,good,Home
no_account,12,critical_other,1163,500_1000,1_4,4,male_single,none,4,real_estate,44,none,own,1,skilled_official,1,yes,yes,good,Vehicles
0_200,6,delay,1209,less_100,unemployed,4,male_single,none,4,building_society_savings_life_insurance,47,none,own,1,management_self_employed_highly_qualified,1,yes,yes,bad,Vehicles
no_account,12,existing_paid,3077,less_100,1_4,2,male_single,none,4,car_or_other,52,none,own,1,skilled_official,1,yes,yes,good,Home
no_account,24,existing_paid,3757,less_100,greater_7,4,female_divorced_separated_married,co_applicant,4,unknown_no_property,62,none,for_free,1,skilled_official,1,yes,yes,good,Vehicles
no_account,10,existing_paid,1418,100_500,1_4,3,male_single,none,2,real_estate,35,none,rent,1,unskilled_resident,1,none,no,good,Vehicles
no_account,6,existing_paid,3518,less_100,1_4,2,male_single,guarantor,3,building_society_savings_life_insurance,26,none,rent,1,skilled_official,1,none,yes,good,Vehicles
no_account,12,critical_other,1934,less_100,greater_7,2,male_single,none,2,unknown_no_property,26,none,own,2,skilled_official,1,none,yes,good,Home
0_200,27,no_credit_all_paid,8318,less_100,greater_7,2,female_divorced_separated_married,none,4,unknown_no_property,42,none,for_free,2,management_self_employed_highly_qualified,1,yes,yes,bad,Investment/Development
no_account,6,critical_other,1237,100_500,1_4,1,female_divorced_separated_married,none,1,building_society_savings_life_insurance,27,none,own,2,skilled_official,1,none,yes,good,Home
0_200,6,existing_paid,368,unknown,greater_7,4,male_single,none,4,building_society_savings_life_insurance,38,none,own,1,skilled_official,1,none,yes,good,Home
less_0,12,critical_other,2122,less_100,1_4,3,male_single,none,2,real_estate,39,none,rent,2,unskilled_resident,2,none,no,good,Vehicles
less_0,24,existing_paid,2996,unknown,1_4,2,male_married,none,4,car_or_other,20,none,own,1,skilled_official,1,none,yes,bad,Home
0_200,36,existing_paid,9034,100_500,less_1,4,male_single,co_applicant,1,unknown_no_property,29,none,rent,1,management_self_employed_highly_qualified,1,yes,yes,bad,Home
no_account,24,critical_other,1585,less_100,4_7,4,male_single,none,3,building_society_savings_life_insurance,40,none,own,2,skilled_official,1,none,yes,good,Home
0_200,18,existing_paid,1301,less_100,greater_7,4,male_married,guarantor,2,real_estate,32,none,own,1,unskilled_resident,1,none,yes,good,Home
greater_200,6,critical_other,1323,100_500,greater_7,2,male_divorced_separated,none,4,car_or_other,28,none,own,2,skilled_official,2,yes,yes,good,Vehicles
less_0,24,existing_paid,3123,less_100,less_1,4,female_divorced_separated_married,none,1,building_society_savings_life_insurance,27,none,own,1,skilled_official,1,none,yes,bad,Vehicles
less_0,36,existing_paid,5493,less_100,greater_7,2,male_single,none,4,unknown_no_property,42,none,for_free,1,skilled_official,2,none,yes,good,Vehicles
greater_200,9,existing_paid,1126,100_500,greater_7,2,male_divorced_separated,none,4,real_estate,49,none,own,1,skilled_official,1,none,yes,good,Home
0_200,24,critical_other,1216,100_500,less_1,4,male_single,none,4,unknown_no_property,38,bank,own,2,skilled_official,2,none,yes,bad,Home
less_0,24,existing_paid,1207,less_100,less_1,4,female_divorced_separated_married,none,4,building_society_savings_life_insurance,24,none,rent,1,skilled_official,1,none,yes,bad,Vehicles
no_account,10,existing_paid,1309,unknown,1_4,4,male_single,guarantor,4,building_society_savings_life_insurance,27,none,own,1,unskilled_resident,1,none,yes,bad,Vehicles
greater_200,15,critical_other,2360,500_1000,1_4,2,male_single,none,2,car_or_other,36,none,own,1,skilled_official,1,yes,yes,good,Vehicles
0_200,15,all_paid,6850,100_500,unemployed,1,male_single,none,2,building_society_savings_life_insurance,34,none,own,1,management_self_employed_highly_qualified,2,yes,yes,bad,Vehicles
no_account,24,existing_paid,1413,less_100,1_4,4,male_married,none,2,building_society_savings_life_insurance,28,none,own,1,skilled_official,1,none,yes,good,Home
no_account,39,existing_paid,8588,100_500,greater_7,4,male_single,none,2,car_or_other,45,none,own,1,management_self_employed_highly_qualified,1,yes,yes,good,Vehicles
less_0,12,existing_paid,759,less_100,4_7,4,male_single,none,2,real_estate,26,none,own,1,skilled_official,1,none,yes,bad,Vehicles
no_account,36,existing_paid,4686,less_100,1_4,2,male_single,none,2,unknown_no_property,32,none,for_free,1,management_self_employed_highly_qualified,1,yes,yes,good,Vehicles
greater_200,15,existing_paid,2687,less_100,4_7,2,male_single,none,4,building_society_savings_life_insurance,26,none,rent,1,skilled_official,1,yes,yes,good,Investment/Development
0_200,12,delay,585,less_100,1_4,4,male_married,co_applicant,4,real_estate,20,none,rent,2,skilled_official,1,none,yes,good,Home
no_account,24,existing_paid,2255,unknown,less_1,4,male_single,none,1,building_society_savings_life_insurance,54,none,own,1,skilled_official,1,none,yes,good,Vehicles
less_0,6,critical_other,609,less_100,4_7,4,female_divorced_separated_married,none,3,building_society_savings_life_insurance,37,none,own,2,skilled_official,1,none,no,good,Vehicles
less_0,6,critical_other,1361,less_100,less_1,2,male_single,none,4,real_estate,40,none,own,1,unskilled_resident,2,none,no,good,Vehicles
no_account,36,critical_other,7127,less_100,less_1,2,female_divorced_separated_married,none,4,building_society_savings_life_insurance,23,none,rent,2,skilled_official,1,yes,yes,bad,Home
less_0,6,existing_paid,1203,100_500,greater_7,3,male_single,none,2,building_society_savings_life_insurance,43,none,own,1,skilled_official,1,yes,yes,good,Vehicles
no_account,6,critical_other,700,unknown,greater_7,4,male_single,none,4,unknown_no_property,36,none,for_free,2,skilled_official,1,none,yes,good,Home
no_account,24,critical_other,5507,less_100,greater_7,3,male_single,none,4,unknown_no_property,44,none,for_free,2,skilled_official,1,none,yes,good,Home
less_0,18,existing_paid,3190,less_100,1_4,2,female_divorced_separated_married,none,2,real_estate,24,none,own,1,skilled_official,1,none,yes,bad,Home
less_0,48,no_credit_all_paid,7119,less_100,1_4,3,male_single,none,4,unknown_no_property,53,none,for_free,2,skilled_official,2,none,yes,bad,Home
no_account,24,existing_paid,3488,100_500,4_7,3,female_divorced_separated_married,none,4,car_or_other,23,none,own,1,skilled_official,1,none,yes,good,Vehicles
0_200,18,existing_paid,1113,less_100,1_4,4,female_divorced_separated_married,guarantor,4,real_estate,26,none,own,1,unskilled_resident,2,none,yes,good,Home
0_200,26,existing_paid,7966,less_100,less_1,2,male_single,none,3,car_or_other,30,none,own,2,skilled_official,1,none,yes,good,Vehicles
no_account,15,critical_other,1532,100_500,1_4,4,female_divorced_separated_married,none,3,car_or_other,31,none,own,1,skilled_official,1,none,yes,good,Investment/Development
no_account,4,critical_other,1503,less_100,4_7,2,male_single,none,1,real_estate,42,none,own,2,unskilled_resident,2,none,yes,good,Home
less_0,36,existing_paid,2302,less_100,1_4,4,male_divorced_separated,none,4,car_or_other,31,none,rent,1,skilled_official,1,none,yes,bad,Home
less_0,6,existing_paid,662,less_100,less_1,3,male_single,none,4,real_estate,41,none,own,1,unskilled_resident,2,yes,yes,good,Vehicles
0_200,36,existing_paid,2273,less_100,4_7,3,male_single,none,1,car_or_other,32,none,own,2,skilled_official,2,none,yes,good,Investment/Development
0_200,15,existing_paid,2631,100_500,1_4,2,female_divorced_separated_married,none,4,car_or_other,28,none,rent,2,skilled_official,1,yes,yes,bad,Vehicles
no_account,12,delay,1503,less_100,1_4,4,male_married,none,4,real_estate,41,none,rent,1,skilled_official,1,none,yes,good,Vehicles
no_account,24,existing_paid,1311,100_500,4_7,4,male_married,none,3,building_society_savings_life_insurance,26,none,own,1,skilled_official,1,yes,yes,good,Home
no_account,24,existing_paid,3105,unknown,less_1,4,male_single,none,2,car_or_other,25,none,own,2,skilled_official,1,none,yes,good,Home
greater_200,21,critical_other,2319,less_100,less_1,2,male_divorced_separated,none,1,car_or_other,33,none,rent,1,skilled_official,1,none,yes,bad,Investment/Development
less_0,6,existing_paid,1374,unknown,unemployed,4,female_divorced_separated_married,none,3,building_society_savings_life_insurance,75,none,own,1,management_self_employed_highly_qualified,1,yes,yes,good,Vehicles
0_200,18,critical_other,3612,less_100,greater_7,3,female_divorced_separated_married,none,4,building_society_savings_life_insurance,37,none,own,1,skilled_official,1,yes,yes,good,Home
less_0,48,existing_paid,7763,less_100,greater_7,4,male_single,none,4,unknown_no_property,42,bank,for_free,1,management_self_employed_highly_qualified,1,none,yes,bad,Vehicles
greater_200,18,existing_paid,3049,less_100,less_1,1,female_divorced_separated_married,none,1,building_society_savings_life_insurance,45,stores,own,1,unskilled_resident,1,none,yes,good,Home
0_200,12,existing_paid,1534,less_100,less_1,1,male_married,none,1,real_estate,23,none,rent,1,skilled_official,1,none,yes,bad,Home
no_account,24,delay,2032,less_100,greater_7,4,male_single,none,4,unknown_no_property,60,none,for_free,2,skilled_official,1,yes,yes,good,Vehicles
less_0,30,existing_paid,6350,unknown,greater_7,4,male_single,none,4,building_society_savings_life_insurance,31,none,own,1,skilled_official,1,none,yes,bad,Home
greater_200,18,existing_paid,2864,less_100,1_4,2,male_single,none,1,real_estate,34,none,own,1,unskilled_resident,2,none,yes,bad,Home
no_account,12,critical_other,1255,less_100,greater_7,4,male_single,none,4,real_estate,61,none,own,2,unskilled_resident,1,none,yes,good,Vehicles
less_0,24,delay,1333,less_100,unemployed,4,male_single,none,2,real_estate,43,none,for_free,2,skilled_official,2,none,yes,bad,Vehicles
no_account,24,critical_other,2022,less_100,1_4,4,female_divorced_separated_married,none,4,car_or_other,37,none,own,1,skilled_official,1,yes,yes,good,Vehicles
no_account,24,existing_paid,1552,less_100,4_7,3,male_single,none,1,car_or_other,32,bank,own,1,skilled_official,2,none,yes,good,Home
less_0,12,all_paid,626,less_100,1_4,4,female_divorced_separated_married,none,4,real_estate,24,bank,own,1,unskilled_resident,1,none,yes,bad,Home
no_account,48,critical_other,8858,unknown,4_7,2,male_single,none,1,unknown_no_property,35,none,for_free,2,skilled_official,1,yes,yes,good,Vehicles
no_account,12,critical_other,996,unknown,4_7,4,female_divorced_separated_married,none,4,real_estate,23,none,own,2,skilled_official,1,none,yes,good,Home
no_account,6,all_paid,1750,500_1000,greater_7,2,male_single,none,4,building_society_savings_life_insurance,45,bank,own,1,unskilled_resident,2,none,yes,good,Home
less_0,48,existing_paid,6999,less_100,4_7,1,male_married,guarantor,1,real_estate,34,none,own,2,skilled_official,1,yes,yes,bad,Home
0_200,12,critical_other,1995,100_500,less_1,4,male_single,none,1,car_or_other,27,none,own,1,skilled_official,1,none,yes,good,Vehicles
0_200,9,existing_paid,1199,less_100,4_7,4,female_divorced_separated_married,none,4,building_society_savings_life_insurance,67,none,own,2,management_self_employed_highly_qualified,1,yes,yes,good,Investment/Development
0_200,12,existing_paid,1331,less_100,less_1,2,male_single,none,1,car_or_other,22,stores,own,1,skilled_official,1,none,yes,bad,Home
0_200,18,no_credit_all_paid,2278,100_500,less_1,3,female_divorced_separated_married,none,3,car_or_other,28,none,own,2,skilled_official,1,none,yes,bad,Vehicles
no_account,21,no_credit_all_paid,5003,unknown,1_4,1,female_divorced_separated_married,none,4,building_society_savings_life_insurance,29,bank,own,2,skilled_official,1,yes,yes,bad,Vehicles
less_0,24,all_paid,3552,less_100,4_7,3,male_single,none,4,car_or_other,27,bank,own,1,skilled_official,1,none,yes,bad,Home
0_200,18,critical_other,1928,less_100,less_1,2,male_single,none,2,real_estate,31,none,own,2,unskilled_resident,1,none,yes,bad,Home
less_0,24,existing_paid,2964,unknown,greater_7,4,male_single,none,4,unknown_no_property,49,bank,for_free,1,skilled_official,2,yes,yes,good,Vehicles
less_0,24,all_paid,1546,less_100,4_7,4,male_single,guarantor,4,car_or_other,24,bank,rent,1,unskilled_resident,1,none,yes,bad,Home
greater_200,6,delay,683,less_100,less_1,2,female_divorced_separated_married,none,1,building_society_savings_life_insurance,29,bank,own,1,skilled_official,1,none,yes,good,Home
